0, 0, Header, 1, 10, 480
1, 0, Start_track
1, 0, Title_t, "Klaviersonate Nr. 11 KV 331 2. Satz"
1, 0, Copyright_t, "Copyright © 2005 von Bernd Krüger. "
1, 0, Text_t, "Amadeus Mozart"
1, 0, Text_t, "Fertiggestellt am  16.11.2005\012"
1, 0, Text_t, "Update am 13.7.2013\012"
1, 0, Text_t, "Dauer: 6:05 Minuten\012"
1, 0, Time_signature, 3, 2, 24, 8
1, 0, Key_signature, 3, "major"
1, 0, Tempo, 530973
1, 0, Marker_t, "Minuetto"
1, 960, Tempo, 476190
1, 1440, Tempo, 495868
1, 1680, Tempo, 465116
1, 1920, Tempo, 480000
1, 3600, Tempo, 504202
1, 3840, Tempo, 472441
1, 4080, Tempo, 491803
1, 4320, Tempo, 472441
1, 5760, Tempo, 465116
1, 6000, Tempo, 472441
1, 6240, Tempo, 461538
1, 6480, Tempo, 468750
1, 6720, Tempo, 461538
1, 6960, Tempo, 491803
1, 7200, Tempo, 472441
1, 7680, Tempo, 454545
1, 7920, Tempo, 461538
1, 8160, Tempo, 472441
1, 8400, Tempo, 472441
1, 8640, Tempo, 472441
1, 9120, Tempo, 454545
1, 9360, Tempo, 465116
1, 9840, Tempo, 472441
1, 10080, Tempo, 468750
1, 10320, Tempo, 454545
1, 10560, Tempo, 458015
1, 10800, Tempo, 468750
1, 11040, Tempo, 468750
1, 11520, Tempo, 468750
1, 12000, Tempo, 454545
1, 12240, Tempo, 461538
1, 12480, Tempo, 458015
1, 12720, Tempo, 476190
1, 12960, Tempo, 468750
1, 13440, Tempo, 476190
1, 14400, Tempo, 468750
1, 15840, Tempo, 461538
1, 16800, Tempo, 468750
1, 17040, Tempo, 476190
1, 17280, Tempo, 465116
1, 17760, Tempo, 454545
1, 18240, Tempo, 461538
1, 18720, Tempo, 461538
1, 19680, Tempo, 468750
1, 19920, Tempo, 476190
1, 20160, Tempo, 465116
1, 20400, Tempo, 458015
1, 20640, Tempo, 454545
1, 21120, Tempo, 461538
1, 21556, Tempo, 454545
1, 21724, Tempo, 451128
1, 21868, Tempo, 447761
1, 22012, Tempo, 444444
1, 22516, Tempo, 437956
1, 22588, Tempo, 441176
1, 22636, Tempo, 444444
1, 22684, Tempo, 447761
1, 22756, Tempo, 451128
1, 22804, Tempo, 454545
1, 22852, Tempo, 458015
1, 22900, Tempo, 461538
1, 23040, Tempo, 465116
1, 23520, Tempo, 476190
1, 23880, Tempo, 582524
1, 24000, Tempo, 540541
1, 25920, Tempo, 530973
1, 26880, Tempo, 476190
1, 27360, Tempo, 495868
1, 27600, Tempo, 465116
1, 27840, Tempo, 480000
1, 29520, Tempo, 504202
1, 29760, Tempo, 472441
1, 30000, Tempo, 491803
1, 30240, Tempo, 472441
1, 31680, Tempo, 461538
1, 31920, Tempo, 472441
