0, 0, Header, 1, 10, 480
1, 0, Start_track
1, 0, Title_t, "Klaviersonate Nr. 8 KV 311 2. Satz"
1, 0, Copyright_t, "Copyright © 2006 von Bernd Krüger. "
1, 0, Text_t, "Wolfgang Amadeus Mozart"
1, 0, Text_t, "Herausgegeben am  1.8.2006\012"
1, 0, Text_t, "Update am 6.6.2013\012"
1, 0, Text_t, "Dauer:  4:39 Minuten\012"
1, 0, Time_signature, 2, 2, 24, 8
1, 0, Key_signature, 1, "major"
1, 0, Tempo, 1351656
1, 180, Tempo, 1219760
1, 240, Tempo, 1316078
1, 840, Tempo, 1415428
1, 960, Tempo, 1316078
1, 1440, Tempo, 1293382
1, 1560, Tempo, 1339585
1, 1680, Tempo, 1282325
1, 1800, Tempo, 1500375
1, 1920, Tempo, 1415428
1, 2760, Tempo, 1304631
1, 2880, Tempo, 1282325
1, 3000, Tempo, 1351656
1, 3120, Tempo, 1304631
1, 3240, Tempo, 1500375
1, 3360, Tempo, 1415428
1, 3840, Tempo, 1327727
1, 4020, Tempo, 1229760
1, 4080, Tempo, 1304631
1, 4680, Tempo, 1415428
1, 4800, Tempo, 1316078
1, 5280, Tempo, 1293382
1, 5400, Tempo, 1351656
1, 5520, Tempo, 1316078
1, 5640, Tempo, 1500375
1, 5760, Tempo, 1415428
1, 6240, Tempo, 1376462
1, 6600, Tempo, 1579363
1, 6720, Tempo, 1428912
1, 7080, Tempo, 1562907
1, 7142, Tempo, 1974334
1, 7200, Tempo, 1389210
1, 7320, Tempo, 1363946
1, 7440, Tempo, 1316078
1, 7560, Tempo, 1389210
1, 7680, Tempo, 1351656
1, 7740, Tempo, 1316078
1, 8040, Tempo, 1351656
1, 8160, Tempo, 1304631
1, 8520, Tempo, 1402197
1, 8640, Tempo, 1304631
1, 9000, Tempo, 1363946
1, 9120, Tempo, 1304631
1, 9540, Tempo, 1685867
1, 9600, Tempo, 1316078
1, 9960, Tempo, 1351656
1, 10080, Tempo, 1304631
1, 10440, Tempo, 1562907
1, 10560, Tempo, 1351656
1, 10740, Tempo, 1219760
1, 10800, Tempo, 1316078
1, 11400, Tempo, 1415428
1, 11520, Tempo, 1316078
1, 12000, Tempo, 1282325
1, 12120, Tempo, 1351656
1, 12240, Tempo, 1304631
1, 12360, Tempo, 1500375
1, 12480, Tempo, 1415428
1, 13320, Tempo, 1304631
1, 13440, Tempo, 1282325
1, 13560, Tempo, 1351656
1, 13680, Tempo, 1304631
1, 13800, Tempo, 1500375
1, 13920, Tempo, 1415428
1, 14400, Tempo, 1327727
1, 14580, Tempo, 1229760
1, 14640, Tempo, 1304631
1, 15240, Tempo, 1415428
1, 15360, Tempo, 1316078
1, 15840, Tempo, 1293382
1, 15960, Tempo, 1351656
1, 16080, Tempo, 1316078
1, 16200, Tempo, 1500375
1, 16320, Tempo, 1415428
1, 16800, Tempo, 1376462
1, 17160, Tempo, 1579363
1, 17280, Tempo, 1428912
1, 17640, Tempo, 1562907
1, 17702, Tempo, 1974334
1, 17760, Tempo, 1389210
1, 17880, Tempo, 1363946
1, 18000, Tempo, 1316078
1, 18120, Tempo, 1389210
1, 18240, Tempo, 1351656
1, 18300, Tempo, 1316078
1, 18600, Tempo, 1351656
1, 18720, Tempo, 1304631
1, 19080, Tempo, 1402197
1, 19200, Tempo, 1304631
1, 19560, Tempo, 1363946
