0, 0, Header, 1, 17, 480
1, 0, Start_track
1, 0, Title_t, "Klaviersonate KV 545 2. Satz"
1, 0, Copyright_t, "Copyright © 2006 by Bernd Krueger"
1, 0, Text_t, "Mozart"
1, 0, Text_t, "Veröffentlicht: 1.10.2006\012"
1, 0, Text_t, "Update: 27.9.2013\012"
1, 0, Text_t, "Dauer: 5:44 Minuten\012"
1, 0, Time_signature, 3, 2, 24, 8
1, 0, Key_signature, 1, "major"
1, 0, Tempo, 1092299
1, 0, Marker_t, "Teil 1"
1, 1320, Tempo, 1226242
1, 1440, Tempo, 1082446
1, 1800, Tempo, 1133573
1, 1920, Tempo, 1082446
1, 2760, Tempo, 1189768
1, 2880, Tempo, 1082446
1, 3480, Tempo, 1144383
1, 3600, Tempo, 1082446
1, 4200, Tempo, 1155402
1, 4320, Tempo, 1082446
1, 4680, Tempo, 1133573
1, 4800, Tempo, 1082446
1, 5280, Tempo, 1072770
1, 5760, Tempo, 1092299
1, 6000, Tempo, 1072770
1, 6240, Tempo, 1044750
1, 6720, Tempo, 1063264
1, 6840, Tempo, 1082446
1, 7080, Tempo, 1166634
1, 7200, Tempo, 1082446
1, 7680, Tempo, 1063264
1, 8280, Tempo, 1082446
1, 8520, Tempo, 1189768
1, 8640, Tempo, 1072770
1, 9120, Tempo, 1072770
1, 9960, Tempo, 1144383
1, 10080, Tempo, 1082446
1, 10560, Tempo, 1122965
1, 11520, Tempo, 1092299
1, 12000, Tempo, 1063264
1, 12240, Tempo, 1053926
1, 12360, Tempo, 1063264
1, 12480, Tempo, 1063264
1, 12840, Tempo, 1226242
1, 12960, Tempo, 1072770
1, 13320, Tempo, 1092299
1, 13440, Tempo, 1044750
1, 13944, Tempo, 1026870
1, 14016, Tempo, 1035733
1, 14088, Tempo, 1044750
1, 14136, Tempo, 1053926
1, 14208, Tempo, 1063264
1, 14256, Tempo, 1072770
1, 14280, Tempo, 1144383
1, 14400, Tempo, 1063264
1, 15000, Tempo, 1063264
1, 15120, Tempo, 1063264
1, 15360, Tempo, 1082446
1, 15720, Tempo, 1155402
1, 15840, Tempo, 1063264
1, 16200, Tempo, 1133573
1, 16320, Tempo, 1082446
1, 17280, Tempo, 1072770
1, 17724, Tempo, 1053926
1, 17772, Tempo, 1063264
1, 18204, Tempo, 1053926
1, 18360, Tempo, 1063264
1, 18600, Tempo, 1026870
1, 18720, Tempo, 1035733
1, 18840, Tempo, 1063264
1, 19200, Tempo, 1063264
1, 19680, Tempo, 1102333
1, 19800, Tempo, 1082446
1, 20040, Tempo, 1189768
1, 20160, Tempo, 1082446
1, 20520, Tempo, 1213838
1, 20640, Tempo, 1092299
1, 21120, Tempo, 1133573
1, 21480, Tempo, 1365809
1, 21600, Tempo, 1306336
1, 22080, Tempo, 1018157
1, 23040, Tempo, 1092299
1, 23040, Marker_t, "Teil 1 Wiederholung"
1, 24360, Tempo, 1226242
1, 24480, Tempo, 1082446
1, 24840, Tempo, 1133573
1, 24960, Tempo, 1082446
1, 25440, Tempo, 1063264
1, 25800, Tempo, 1189768
1, 25920, Tempo, 1082446
1, 26520, Tempo, 1144383
1, 26640, Tempo, 1082446
1, 27240, Tempo, 1155402
1, 27360, Tempo, 1082446
1, 27720, Tempo, 1133573
1, 27840, Tempo, 1082446
1, 28320, Tempo, 1063264
1, 28800, Tempo, 1092299
1, 29040, Tempo, 1072770
1, 29280, Tempo, 1044750
1, 29760, Tempo, 1063264
1, 29880, Tempo, 1082446
1, 30120, Tempo, 1144383
1, 30240, Tempo, 1082446
1, 30720, Tempo, 1063264
1, 31320, Tempo, 1082446
1, 31560, Tempo, 1189768
1, 31680, Tempo, 1072770
1, 32160, Tempo, 1072770
1, 33000, Tempo, 1144383
1, 33120, Tempo, 1082446
