0, 0, Header, 1, 17, 480
1, 0, Start_track
1, 0, Title_t, "Sonate KV 570 3. Satz"
1, 0, Copyright_t, "Copyright © 2006 by Bernd Krueger"
1, 0, Text_t, "Wolfgnag Amadeus Mozart"
1, 0, Text_t, "Allegretto"
1, 0, Text_t, "Veröffentlicht: 1.12.2006\012"
1, 0, Text_t, "Update: 23.10.2013\012"
1, 0, Text_t, "Dauer: 3:20 Minuten\012"
1, 0, Time_signature, 4, 2, 24, 8
1, 0, Key_signature, -2, "major"
1, 0, Tempo, 384098
1, 1426, Marker_t, "Teil 1"
1, 1440, Tempo, 436999
1, 1680, Tempo, 423430
1, 1920, Tempo, 411749
1, 2400, Tempo, 423430
1, 2460, Tempo, 421704
1, 2880, Tempo, 410116
1, 3360, Tempo, 411749
1, 3840, Tempo, 394633
1, 4080, Tempo, 416667
1, 4320, Tempo, 400695
1, 4560, Tempo, 410116
1, 4800, Tempo, 406945
1, 5040, Tempo, 414995
1, 5280, Tempo, 406945
1, 5760, Tempo, 388752
1, 6000, Tempo, 418323
1, 6240, Tempo, 406945
1, 6720, Tempo, 387347
1, 6960, Tempo, 411749
1, 7260, Tempo, 408525
1, 7680, Tempo, 390244
1, 7920, Tempo, 411749
1, 8160, Tempo, 394633
1, 8400, Tempo, 421704
1, 8640, Tempo, 402253
1, 9360, Tempo, 423430
1, 9600, Tempo, 411749
1, 10080, Tempo, 423430
1, 10140, Tempo, 421704
1, 10560, Tempo, 410116
1, 11040, Tempo, 411749
1, 11520, Tempo, 394633
1, 11760, Tempo, 416667
1, 12000, Tempo, 400695
1, 12240, Tempo, 410116
1, 12480, Tempo, 406945
1, 12720, Tempo, 414995
1, 12960, Tempo, 406945
1, 13440, Tempo, 388752
1, 13680, Tempo, 402253
1, 13920, Tempo, 400695
1, 14400, Tempo, 387347
1, 14640, Tempo, 406945
1, 14940, Tempo, 408525
1, 15360, Tempo, 390244
1, 15600, Tempo, 400695
1, 15840, Tempo, 390244
1, 16080, Tempo, 403796
1, 16200, Tempo, 420050
1, 16320, Tempo, 402253
1, 16800, Tempo, 402253
1, 17040, Tempo, 423430
1, 17280, Tempo, 405817
1, 17760, Tempo, 416118
1, 18240, Tempo, 396040
1, 18420, Tempo, 402982
1, 18720, Tempo, 411749
1, 19200, Tempo, 394633
1, 19440, Tempo, 416667
1, 19680, Tempo, 400695
1, 19920, Tempo, 410116
1, 20160, Tempo, 406945
1, 20400, Tempo, 414995
1, 20640, Tempo, 438340
1, 20880, Tempo, 420698
1, 21120, Tempo, 405817
1, 21600, Tempo, 416118
1, 22080, Tempo, 396040
1, 22260, Tempo, 402982
1, 22560, Tempo, 411749
1, 23040, Tempo, 394633
1, 23280, Tempo, 416667
1, 23520, Tempo, 400695
1, 23760, Tempo, 410116
1, 24000, Tempo, 406945
1, 24240, Tempo, 414995
1, 24480, Tempo, 406945
1, 24960, Tempo, 405817
1, 25200, Tempo, 394659
1, 25440, Tempo, 404394
1, 25740, Tempo, 430138
1, 25920, Tempo, 396040
1, 26100, Tempo, 402982
1, 26400, Tempo, 411749
1, 26880, Tempo, 405817
1, 27120, Tempo, 394659
1, 27360, Tempo, 404394
1, 27660, Tempo, 430138
1, 27840, Tempo, 396040
1, 28009, Tempo, 396040
1, 28086, Tempo, 397404
1, 28143, Tempo, 398777
1, 28220, Tempo, 400160
1, 28278, Tempo, 401580
1, 28335, Tempo, 402982
1, 28412, Tempo, 404394
1, 28470, Tempo, 405817
1, 28546, Tempo, 407249
1, 28604, Tempo, 408719
1, 28662, Tempo, 410172
1, 28680, Tempo, 455754
1, 28800, Tempo, 411749
1, 29280, Tempo, 423430
1, 29340, Tempo, 421704
1, 29760, Tempo, 410116
1, 30240, Tempo, 411749
1, 30720, Tempo, 394633
1, 30960, Tempo, 416667
1, 31200, Tempo, 400695
1, 31440, Tempo, 410116
1, 31680, Tempo, 406945
1, 31920, Tempo, 414995
1, 32160, Tempo, 406945
1, 32640, Tempo, 388752
1, 32880, Tempo, 418323
1, 33120, Tempo, 406945
1, 33600, Tempo, 387347
1, 33840, Tempo, 411749
1, 34140, Tempo, 408525
1, 34560, Tempo, 390244
1, 34800, Tempo, 411749
1, 35040, Tempo, 394633
1, 35280, Tempo, 421704
1, 35520, Tempo, 402253
1, 36240, Tempo, 423430
1, 36480, Tempo, 411749
1, 36960, Tempo, 423430
1, 37020, Tempo, 421704
1, 37440, Tempo, 410116
1, 37920, Tempo, 411749
1, 38400, Tempo, 394633
1, 38640, Tempo, 416667
1, 38880, Tempo, 400695
1, 39120, Tempo, 410116
1, 39360, Tempo, 406945
1, 39600, Tempo, 414995
1, 39840, Tempo, 406945
1, 40320, Tempo, 388752
1, 40560, Tempo, 402253
1, 40800, Tempo, 400695
1, 41280, Tempo, 387347
1, 41520, Tempo, 406945
1, 41820, Tempo, 408525
1, 42240, Tempo, 390244
1, 42480, Tempo, 400695
1, 42720, Tempo, 390244
1, 42960, Tempo, 403796
1, 43080, Tempo, 420050
1, 43200, Tempo, 402253
1, 43680, Tempo, 402253
1, 43920, Tempo, 423430
1, 43920, Marker_t, "Teil 2"
1, 44160, Tempo, 393959
1, 44400, Tempo, 410874
1, 44640, Tempo, 423430
1, 44700, Tempo, 421704
1, 45120, Tempo, 393959
1, 45360, Tempo, 410874
1, 45600, Tempo, 423430
1, 45660, Tempo, 421704
1, 46080, Tempo, 399441
1, 46320, Tempo, 405077
1, 46560, Tempo, 399441
1, 46800, Tempo, 403660
1, 47040, Tempo, 395309
1, 47400, Tempo, 416840
1, 47520, Tempo, 403660
1, 48000, Tempo, 393959
1, 48240, Tempo, 410874
1, 48480, Tempo, 423430
1, 48540, Tempo, 421704
1, 48960, Tempo, 393959
1, 49200, Tempo, 410874
1, 49440, Tempo, 423430
1, 49500, Tempo, 421704
1, 49920, Tempo, 399441
1, 50160, Tempo, 405077
1, 50400, Tempo, 399441
1, 50640, Tempo, 403660
1, 50880, Tempo, 395309
1, 51240, Tempo, 416840
1, 51360, Tempo, 425441
1, 51600, Tempo, 402604
1, 52560, Tempo, 419903
1, 52800, Tempo, 402253
1, 53520, Tempo, 413850
1, 53760, Tempo, 395309
1, 54600, Tempo, 413850
1, 54720, Tempo, 393959
1, 55440, Tempo, 406504
1, 55674, Tempo, 391287
1, 55790, Tempo, 392619
1, 55905, Tempo, 393959
1, 56020, Tempo, 395309
1, 56116, Tempo, 396694
1, 56231, Tempo, 398063
1, 56346, Tempo, 399441
1, 56442, Tempo, 400828
1, 56634, Tempo, 392619
1, 56750, Tempo, 393959
1, 56865, Tempo, 395309
1, 56961, Tempo, 396694
1, 57076, Tempo, 398063
1, 57191, Tempo, 399441
1, 57287, Tempo, 400828
1, 57402, Tempo, 402253
1, 57498, Tempo, 403660
1, 57594, Tempo, 392619
1, 57600, Tempo, 405077
1, 58080, Tempo, 419903
1, 58320, Tempo, 496073
1, 58560, Tempo, 458435
1, 59040, Tempo, 468787
1, 59280, Tempo, 423430
1, 59280, Marker_t, "Teil 2 Wiederholung"
1, 59520, Tempo, 393959
1, 59760, Tempo, 410874
1, 60000, Tempo, 423430
1, 60060, Tempo, 421704
1, 60480, Tempo, 393959
1, 60720, Tempo, 410874
1, 60960, Tempo, 423430
1, 61020, Tempo, 421704
1, 61440, Tempo, 399441
1, 61680, Tempo, 405077
1, 61920, Tempo, 399441
1, 62160, Tempo, 403660
1, 62400, Tempo, 395309
1, 62760, Tempo, 431562
1, 62880, Tempo, 430015
1, 63000, Tempo, 402604
1, 63360, Tempo, 393959
1, 63600, Tempo, 410874
1, 63840, Tempo, 423430
1, 63900, Tempo, 421704
1, 64320, Tempo, 393959
1, 64560, Tempo, 410874
1, 64800, Tempo, 423430
1, 64860, Tempo, 421704
1, 65280, Tempo, 399441
1, 65520, Tempo, 405077
1, 65760, Tempo, 399441
