0, 0, Header, 1, 10, 480
1, 0, Start_track
1, 0, Title_t, "Klaviersonate Nr. 8 KV 311 1. Satz"
1, 0, Copyright_t, "Copyright © 2006 von Bernd Krüger. "
1, 0, Text_t, "Wolfgang Amadeus Mozart"
1, 0, Text_t, "Herausgegeben am  1.7.2006\012"
1, 0, Text_t, "Update am 5.6.2013\012"
1, 0, Text_t, "Dauer:  4:19 Minuten\012"
1, 0, Time_signature, 4, 2, 24, 8
1, 0, Key_signature, 2, "major"
1, 0, Tempo, 423042
1, 0, Marker_t, "Teil 1"
1, 960, Tempo, 405872
1, 1680, Tempo, 441729
1, 1920, Tempo, 403145
1, 2400, Tempo, 408636
1, 2880, Tempo, 403145
1, 3360, Tempo, 403145
1, 3600, Tempo, 417159
1, 3840, Tempo, 403145
1, 5520, Tempo, 432183
1, 5760, Tempo, 417159
1, 6000, Tempo, 400454
1, 6120, Tempo, 400454
1, 6240, Tempo, 414279
1, 6720, Tempo, 405872
1, 7440, Tempo, 441729
1, 7680, Tempo, 403145
1, 8160, Tempo, 408636
1, 8640, Tempo, 403145
1, 9120, Tempo, 403145
1, 9360, Tempo, 417159
1, 9600, Tempo, 403145
1, 11280, Tempo, 417159
1, 11520, Tempo, 417159
1, 11760, Tempo, 400454
1, 11880, Tempo, 400454
1, 12450, Tempo, 429092
1, 12510, Tempo, 426046
1, 12540, Tempo, 423042
1, 12570, Tempo, 420080
1, 12600, Tempo, 417159
1, 12630, Tempo, 414279
1, 12660, Tempo, 411438
1, 12690, Tempo, 408636
1, 12720, Tempo, 405872
1, 12750, Tempo, 403145
1, 12780, Tempo, 400454
1, 12810, Tempo, 397799
1, 12930, Tempo, 392593
1, 13020, Tempo, 395179
1, 13110, Tempo, 397799
1, 13200, Tempo, 400454
1, 14400, Tempo, 403145
1, 14640, Tempo, 400454
1, 14880, Tempo, 397799
1, 14970, Tempo, 400454
1, 15030, Tempo, 403145
1, 15120, Tempo, 405872
1, 15180, Tempo, 408636
1, 15270, Tempo, 411438
1, 15330, Tempo, 414279
1, 15360, Tempo, 417159
1, 15600, Tempo, 400454
1, 15720, Tempo, 400454
1, 16290, Tempo, 429092
1, 16350, Tempo, 426046
1, 16380, Tempo, 423042
1, 16410, Tempo, 420080
1, 16440, Tempo, 417159
1, 16470, Tempo, 414279
1, 16500, Tempo, 411438
1, 16530, Tempo, 408636
1, 16560, Tempo, 405872
1, 16590, Tempo, 403145
1, 16620, Tempo, 400454
1, 16650, Tempo, 397799
1, 16770, Tempo, 392593
1, 16860, Tempo, 395179
1, 16950, Tempo, 397799
1, 17040, Tempo, 400454
1, 18240, Tempo, 403145
1, 18480, Tempo, 400454
1, 18720, Tempo, 397799
1, 18810, Tempo, 400454
1, 18870, Tempo, 403145
1, 18960, Tempo, 405872
1, 19020, Tempo, 408636
1, 19110, Tempo, 411438
1, 19170, Tempo, 414279
1, 19259, Tempo, 417159
1, 19439, Tempo, 414279
1, 19589, Tempo, 411438
1, 19739, Tempo, 408636
1, 19919, Tempo, 405872
1, 20069, Tempo, 403145
1, 20159, Tempo, 395179
1, 20309, Tempo, 397799
1, 20459, Tempo, 400454
1, 20609, Tempo, 403145
1, 20759, Tempo, 405872
1, 20909, Tempo, 408636
1, 21059, Tempo, 411438
1, 21149, Tempo, 411438
1, 21449, Tempo, 408636
1, 21749, Tempo, 405872
1, 22049, Tempo, 403145
1, 22379, Tempo, 405872
1, 22679, Tempo, 408636
1, 22979, Tempo, 411438
1, 23040, Tempo, 403145
1, 23400, Tempo, 438500
1, 23520, Tempo, 403145
1, 23760, Tempo, 420080
1, 24000, Tempo, 403145
1, 24840, Tempo, 441729
1, 24960, Tempo, 400454
1, 25680, Tempo, 423042
1, 25920, Tempo, 403145
1, 26640, Tempo, 417159
1, 26880, Tempo, 400454
1, 27240, Tempo, 429092
1, 27360, Tempo, 400454
1, 27600, Tempo, 429092
1, 27840, Tempo, 405872
1, 28200, Tempo, 426046
1, 28320, Tempo, 405872
1, 28560, Tempo, 429092
1, 28800, Tempo, 411438
1, 29760, Tempo, 601022
1, 30120, Tempo, 417159
1, 30240, Tempo, 414279
1, 30480, Tempo, 414279
1, 30600, Tempo, 462143
1, 30720, Tempo, 426046
1, 30960, Tempo, 414279
1, 31200, Tempo, 435319
1, 31440, Tempo, 411438
1, 32280, Tempo, 411438
1, 32400, Tempo, 435319
1, 32640, Tempo, 420080
1, 32880, Tempo, 405872
1, 33120, Tempo, 435319
1, 33360, Tempo, 411438
1, 34320, Tempo, 438500
1, 34560, Tempo, 414279
1, 34800, Tempo, 405872
1, 35280, Tempo, 426046
1, 35520, Tempo, 414279
1, 35760, Tempo, 403145
1, 36240, Tempo, 432183
1, 36480, Tempo, 423042
1, 37680, Tempo, 425532
1, 37920, Tempo, 437956
1, 38160, Tempo, 448330
1, 38400, Tempo, 426046
1, 38640, Tempo, 414279
1, 38880, Tempo, 435319
1, 39120, Tempo, 411438
1, 39960, Tempo, 411438
1, 40080, Tempo, 435319
1, 40320, Tempo, 420080
1, 40560, Tempo, 405872
1, 40800, Tempo, 435319
1, 41040, Tempo, 411438
1, 42000, Tempo, 438500
1, 44160, Tempo, 441729
1, 44400, Tempo, 411438
1, 44880, Tempo, 438500
1, 45120, Tempo, 420080
1, 45360, Tempo, 411438
1, 45840, Tempo, 435319
1, 46080, Tempo, 441729
1, 46320, Tempo, 408636
1, 46800, Tempo, 438500
1, 47040, Tempo, 423042
1, 47280, Tempo, 411438
1, 47760, Tempo, 435319
1, 48000, Tempo, 441729
1, 48240, Tempo, 411438
1, 48480, Tempo, 416667
1, 48720, Tempo, 428571
1, 48960, Tempo, 420080
1, 49200, Tempo, 411438
1, 49680, Tempo, 435319
1, 49920, Tempo, 441729
1, 50160, Tempo, 411438
1, 50640, Tempo, 438500
1, 50880, Tempo, 429092
1, 51120, Tempo, 410959
1, 51600, Tempo, 435319
1, 52320, Tempo, 423042
1, 52800, Tempo, 429092
1, 53280, Tempo, 448330
1, 53760, Tempo, 432183
1, 54120, Tempo, 476834
1, 54240, Tempo, 429092
1, 54480, Tempo, 448330
1, 54720, Tempo, 426046
1, 55440, Tempo, 462143
1, 55680, Tempo, 455132
1, 56160, Tempo, 423042
1, 56640, Tempo, 429092
1, 57120, Tempo, 448330
1, 57600, Tempo, 432183
1, 57960, Tempo, 476834
1, 58080, Tempo, 429092
1, 58320, Tempo, 448330
1, 58560, Tempo, 426046
1, 59085, Tempo, 455132
1, 59115, Tempo, 451705
1, 59145, Tempo, 448330
1, 59175, Tempo, 445005
1, 59205, Tempo, 441729
