0, 0, Header, 1, 10, 480
1, 0, Start_track
1, 0, Title_t, "Klaviersonate Nr. 12 KV 332 1. Satz"
1, 0, Copyright_t, "Copyright © 2006 von Bernd Krüger. "
1, 0, Text_t, "Wolfgang Amadeus Mozart"
1, 0, Text_t, "Herausgegeben am  1.4.2006\012"
1, 0, Text_t, "Update am 22.7.2013\012"
1, 0, Text_t, "Dauer: 9:31 Minuten\012"
1, 0, Time_signature, 3, 2, 24, 8
1, 0, Key_signature, -1, "major"
1, 0, Tempo, 423042
1, 0, Marker_t, "Teil 1"
1, 240, Tempo, 406890
1, 1200, Tempo, 426439
1, 1440, Tempo, 413223
1, 1680, Tempo, 406890
1, 2640, Tempo, 423042
1, 2880, Tempo, 413223
1, 3840, Tempo, 419727
1, 4320, Tempo, 406890
1, 4560, Tempo, 419727
1, 5280, Tempo, 416464
1, 5520, Tempo, 429892
1, 5760, Tempo, 423042
1, 6000, Tempo, 416464
1, 6960, Tempo, 423042
1, 7680, Tempo, 416464
1, 8160, Tempo, 426439
1, 8640, Tempo, 416464
1, 11040, Tempo, 423042
1, 11520, Tempo, 419727
1, 12000, Tempo, 410060
1, 12480, Tempo, 416464
1, 12960, Tempo, 410060
1, 13200, Tempo, 406890
1, 14160, Tempo, 413223
1, 14400, Tempo, 403823
1, 14880, Tempo, 419727
1, 15360, Tempo, 426439
1, 15840, Tempo, 416464
1, 17160, Tempo, 433401
1, 17280, Tempo, 416464
1, 18120, Tempo, 433401
1, 18240, Tempo, 416464
1, 19440, Tempo, 423042
1, 19680, Tempo, 416464
1, 21120, Tempo, 423042
1, 21600, Tempo, 416464
1, 22080, Tempo, 422565
1, 22560, Tempo, 391083
1, 23040, Tempo, 416464
1, 24000, Tempo, 383313
1, 24480, Tempo, 416464
1, 25920, Tempo, 410060
1, 26400, Tempo, 436936
1, 26880, Tempo, 423042
1, 27760, Tempo, 423042
1, 31200, Tempo, 427960
1, 31680, Tempo, 415656
1, 32400, Tempo, 406862
1, 33600, Tempo, 412683
1, 34080, Tempo, 418673
1, 34320, Tempo, 437701
1, 34560, Tempo, 424809
1, 35040, Tempo, 412683
1, 35520, Tempo, 401983
1, 35880, Tempo, 451365
1, 36000, Tempo, 424809
1, 36480, Tempo, 415656
1, 36960, Tempo, 404804
1, 37440, Tempo, 413479
1, 38160, Tempo, 406862
1, 39360, Tempo, 412683
1, 39840, Tempo, 418673
1, 40080, Tempo, 437701
1, 40320, Tempo, 424809
