0, 0, Header, 1, 9, 480
1, 0, Start_track
1, 0, Title_t, "Klaviersonate C-Dur KV 330"
1, 0, Title_t, "3. Satz"
1, 0, Copyright_t, "Copyright © 1997 von Bernd Krüger. http://www.piano-midi.de"
1, 0, Text_t, "Mozart"
1, 0, Text_t, "Allegretto"
1, 0, Text_t, "Update am 31.3.2000\012"
1, 0, Text_t, "Update am 8.1.2001\012"
1, 0, Text_t, "Update am 4.12.2001\012"
1, 0, Text_t, "Normierung: 23.12.2002\012"
1, 0, Text_t, "Update am 1.2.2006\012"
1, 0, Text_t, "Update am 24.6.2013\012"
1, 0, Text_t, "Gesamtdauer: 8:03 Minuten\012"
1, 0, Time_signature, 2, 2, 24, 8
1, 0, Key_signature, 0, "major"
1, 0, Tempo, 684932
1, 0, Marker_t, "Allegretto"
1, 1440, Tempo, 698893
1, 1680, Tempo, 769329
1, 1920, Tempo, 684932
1, 3120, Tempo, 692201
1, 3360, Tempo, 698893
1, 3600, Tempo, 750094
1, 3840, Tempo, 684932
1, 4560, Tempo, 699708
1, 4800, Tempo, 684932
1, 6720, Tempo, 684932
1, 6880, Tempo, 688547
1, 7040, Tempo, 692201
1, 7200, Tempo, 695975
1, 7360, Tempo, 699708
1, 7520, Tempo, 703482
1, 7560, Tempo, 744232
1, 7680, Tempo, 684932
1, 9120, Tempo, 692201
1, 9360, Tempo, 731797
1, 9600, Tempo, 684932
1, 10800, Tempo, 692201
1, 11040, Tempo, 692201
1, 11400, Tempo, 769329
1, 11520, Tempo, 684932
1, 12240, Tempo, 699708
1, 12480, Tempo, 684932
1, 13440, Tempo, 695975
1, 13680, Tempo, 684932
1, 13920, Tempo, 718993
1, 14160, Tempo, 759590
1, 14400, Tempo, 695975
1, 14880, Tempo, 684932
1, 15360, Tempo, 699708
1, 15600, Tempo, 682206
1, 16080, Tempo, 694605
1, 16240, Tempo, 833449
1, 16320, Tempo, 697756
1, 16800, Tempo, 684932
1, 17280, Tempo, 699708
1, 17500, Tempo, 698893
1, 17520, Tempo, 678196
1, 18000, Tempo, 694605
1, 18220, Tempo, 670241
1, 18240, Tempo, 759494
1, 18480, Tempo, 882353
1, 18720, Tempo, 967898
1, 19182, Tempo, 705882
1, 19200, Tempo, 697674
1, 19662, Tempo, 697674
1, 19834, Tempo, 689655
1, 19988, Tempo, 681818
1, 20142, Tempo, 674157
1, 20160, Tempo, 681818
1, 20520, Tempo, 769231
1, 20631, Tempo, 722892
1, 20784, Tempo, 714286
1, 20938, Tempo, 705882
1, 21072, Tempo, 697674
1, 21226, Tempo, 689655
1, 21360, Tempo, 681818
1, 21720, Tempo, 722979
1, 21840, Tempo, 692201
1, 22320, Tempo, 707297
1, 22440, Tempo, 692201
1, 22800, Tempo, 722892
1, 23040, Tempo, 684932
1, 23440, Tempo, 769329
1, 23520, Tempo, 674157
1, 24360, Tempo, 711153
1, 24480, Tempo, 684932
1, 24960, Tempo, 681354
1, 25160, Tempo, 684932
1, 25360, Tempo, 688547
1, 25560, Tempo, 692201
1, 25800, Tempo, 800000
1, 25920, Tempo, 715052
1, 26720, Tempo, 845189
1, 26880, Tempo, 711913
1, 27120, Tempo, 682206
1, 27600, Tempo, 682206
1, 27680, Tempo, 686263
1, 27760, Tempo, 690449
1, 27840, Tempo, 711913
1, 28080, Tempo, 682206
1, 28720, Tempo, 725426
1, 28800, Tempo, 682206
1, 29200, Tempo, 749064
1, 29280, Tempo, 682206
1, 29600, Tempo, 800107
1, 29760, Tempo, 694605
1, 30480, Tempo, 716332
1, 30600, Tempo, 789578
1, 30720, Tempo, 682206
