0, 0, Header, 1, 10, 480
1, 0, Start_track
1, 0, Title_t, "Klaviersonate Nr. 11 KV 331 3. Satz"
1, 0, Copyright_t, "Copyright © 2005 von Bernd Krüger. "
1, 0, Text_t, "Amadeus Mozart"
1, 0, Text_t, "Fertiggestellt am  11.12.2005\012"
1, 0, Text_t, "Update am 15.7.3013\012"
1, 0, Text_t, "Dauer: 3:10 Minuten\012"
1, 0, Time_signature, 2, 2, 24, 8
1, 0, Key_signature, 0, "major"
1, 0, Tempo, 397351
1, 0, Marker_t, "Allegro"
1, 840, Tempo, 451128
1, 960, Tempo, 397351
1, 1320, Tempo, 451128
1, 1440, Tempo, 400000
1, 1800, Tempo, 454545
1, 1920, Tempo, 397351
1, 2280, Tempo, 441176
1, 2400, Tempo, 397351
1, 2760, Tempo, 416667
1, 2880, Tempo, 397351
1, 3360, Tempo, 405405
1, 3720, Tempo, 458015
1, 3840, Tempo, 408163
1, 4080, Tempo, 425532
1, 4200, Tempo, 465116
1, 4320, Tempo, 397351
1, 4560, Tempo, 428571
1, 4680, Tempo, 582524
1, 4740, Tempo, 357143
1, 4800, Tempo, 405405
1, 5280, Tempo, 397351
1, 5520, Tempo, 428571
1, 5640, Tempo, 571429
1, 5700, Tempo, 359281
1, 5760, Tempo, 405405
1, 6240, Tempo, 397351
1, 6480, Tempo, 431655
1, 6600, Tempo, 550459
1, 6660, Tempo, 355030
1, 6720, Tempo, 402685
1, 7200, Tempo, 437956
1, 7440, Tempo, 465116
1, 7680, Tempo, 487805
1, 8160, Tempo, 397351
1, 8520, Tempo, 451128
1, 8640, Tempo, 397351
1, 9000, Tempo, 451128
1, 9120, Tempo, 400000
1, 9480, Tempo, 454545
1, 9600, Tempo, 397351
1, 9960, Tempo, 441176
1, 10080, Tempo, 397351
1, 10440, Tempo, 416667
1, 10560, Tempo, 397351
1, 11040, Tempo, 405405
1, 11400, Tempo, 458015
1, 11520, Tempo, 408163
1, 11760, Tempo, 425532
1, 11880, Tempo, 465116
1, 12000, Tempo, 397351
1, 12240, Tempo, 428571
1, 12360, Tempo, 582524
1, 12420, Tempo, 357143
1, 12480, Tempo, 405405
1, 12960, Tempo, 397351
1, 13200, Tempo, 428571
1, 13320, Tempo, 571429
1, 13380, Tempo, 359281
1, 13440, Tempo, 405405
1, 13920, Tempo, 397351
1, 14160, Tempo, 431655
1, 14280, Tempo, 550459
1, 14340, Tempo, 355030
1, 14400, Tempo, 400000
1, 14880, Tempo, 434783
1, 15120, Tempo, 491803
1, 15360, Tempo, 461538
1, 15840, Tempo, 434783
1, 16080, Tempo, 425532
1, 16320, Tempo, 416667
1, 16800, Tempo, 410959
1, 17100, Tempo, 451128
1, 17280, Tempo, 431655
1, 17746, Tempo, 491803
1, 17760, Tempo, 434783
1, 18000, Tempo, 425532
1, 18240, Tempo, 416667
1, 18720, Tempo, 410959
1, 19020, Tempo, 451128
1, 19200, Tempo, 431655
1, 19666, Tempo, 491803
1, 19680, Tempo, 454545
1, 19920, Tempo, 425532
1, 20160, Tempo, 416667
1, 20640, Tempo, 410959
1, 20940, Tempo, 451128
1, 21120, Tempo, 431655
1, 21600, Tempo, 434783
1, 21840, Tempo, 425532
1, 22080, Tempo, 416667
1, 22560, Tempo, 410959
1, 22860, Tempo, 451128
1, 23040, Tempo, 431655
1, 23520, Tempo, 397351
1, 23880, Tempo, 451128
1, 24000, Tempo, 397351
1, 24360, Tempo, 451128
1, 24480, Tempo, 400000
1, 24840, Tempo, 454545
1, 24960, Tempo, 397351
1, 25320, Tempo, 441176
1, 25440, Tempo, 397351
1, 25800, Tempo, 416667
1, 25920, Tempo, 400000
1, 26400, Tempo, 413793
1, 26760, Tempo, 512821
1, 26880, Tempo, 408163
1, 27120, Tempo, 425532
1, 27240, Tempo, 465116
1, 27360, Tempo, 410959
1, 27600, Tempo, 428571
1, 27840, Tempo, 405405
