0, 0, Header, 1, 8, 480
1, 0, Start_track
1, 0, Title_t, "Klaviersonate B-Dur KV 333"
1, 0, Title_t, "2. Satz"
1, 0, Copyright_t, "Copyright © 1997 von Bernd Krüger. http://www.piano-midi.de"
1, 0, Text_t, "Mozart"
1, 0, Text_t, "Andante cantabile"
1, 0, Text_t, "Fertiggestellt am 27.8.97\012"
1, 0, Text_t, "Update am 31.3.2000\012"
1, 0, Text_t, "Update am 10.12.2001\012"
1, 0, Text_t, "Normierung: 23.12.2002\012"
1, 0, Text_t, "Update am 11.9.2013\012"
1, 0, Text_t, "Dauer:8:43 Minuten\012"
1, 0, Time_signature, 3, 2, 24, 8
1, 0, Key_signature, -3, "major"
1, 0, Tempo, 1054852
1, 0, Marker_t, "Andante Cantabile - Teil 1"
1, 960, Tempo, 998502
1, 1200, Tempo, 1089918
1, 1440, Tempo, 1013856
1, 1920, Tempo, 998502
1, 2400, Tempo, 1046390
1, 2880, Tempo, 1029866
1, 3360, Tempo, 1054852
1, 3600, Tempo, 1021798
1, 4320, Tempo, 1072003
1, 4800, Tempo, 1054852
1, 5120, Tempo, 1046390
1, 5440, Tempo, 1038062
1, 5720, Tempo, 1029866
1, 5760, Tempo, 1054852
1, 6240, Tempo, 1063453
1, 6600, Tempo, 1099102
1, 6720, Tempo, 1054852
1, 7200, Tempo, 1072003
1, 7680, Tempo, 1054852
1, 7712, Tempo, 1034661
1, 7776, Tempo, 1017122
1, 7808, Tempo, 1000167
1, 7840, Tempo, 983768
1, 7872, Tempo, 967898
1, 7904, Tempo, 952532
1, 8032, Tempo, 937647
1, 8064, Tempo, 952532
1, 8096, Tempo, 983768
1, 8128, Tempo, 1017122
1, 8160, Tempo, 1052816
1, 8280, Tempo, 1063453
1, 8640, Tempo, 1257598
1, 8760, Tempo, 1211143
1, 9000, Tempo, 1348315
1, 9120, Tempo, 1189061
1, 9840, Tempo, 1222494
1, 10080, Tempo, 1054852
1, 10800, Tempo, 1021798
1, 11280, Tempo, 1080886
1, 11520, Tempo, 1054852
1, 12240, Tempo, 1021798
1, 12960, Tempo, 1046390
1, 13680, Tempo, 1021798
1, 14160, Tempo, 1046390
1, 14400, Tempo, 1046390
1, 15120, Tempo, 1013856
1, 16560, Tempo, 1089918
1, 16800, Tempo, 1137441
1, 17040, Tempo, 1245589
1, 17280, Tempo, 1137441
1, 18000, Tempo, 1089918
1, 18200, Tempo, 1080886
1, 18360, Tempo, 1072003
1, 18560, Tempo, 1063453
1, 18720, Tempo, 1054852
1, 20160, Tempo, 1108443
1, 20400, Tempo, 1054852
1, 20880, Tempo, 1089918
1, 21600, Tempo, 1054852
1, 23040, Tempo, 1099102
1, 23280, Tempo, 1072003
1, 23760, Tempo, 1089918
1, 24480, Tempo, 1054852
1, 25440, Tempo, 1117943
1, 25680, Tempo, 1167770
1, 25920, Tempo, 1072003
1, 26640, Tempo, 1008403
1, 26760, Tempo, 1061947
1, 26880, Tempo, 1016949
1, 27000, Tempo, 1061947
1, 27120, Tempo, 1016949
1, 27360, Tempo, 1029866
1, 27760, Tempo, 1189061
1, 27840, Tempo, 1054852
1, 28320, Tempo, 1043478
1, 28440, Tempo, 1100917
1, 28560, Tempo, 1052632
1, 28680, Tempo, 1090909
1, 28800, Tempo, 1061947
1, 29040, Tempo, 1054852
1, 29520, Tempo, 1046390
1, 29720, Tempo, 1054852
1, 29880, Tempo, 1063453
1, 30040, Tempo, 1072003
1, 30200, Tempo, 1080886
