0, 0, Header, 1, 10, 480
1, 0, Start_track
1, 0, Title_t, "Klaviersonate Nr. 12 KV 332 2. Satz"
1, 0, Copyright_t, "Copyright © 2006 von Bernd Krüger. "
1, 0, Text_t, "Wolfgang Amadeus Mozart"
1, 0, Text_t, "Adagio"
1, 0, Text_t, "Herausgegeben am  1.5.2006\012"
1, 0, Text_t, "Update am 26.7.2013\012"
1, 0, Text_t, "Dauer: 4:24 Minuten\012"
1, 0, Text_t, "Noten doppelt so lange notiert; der hierzu notwendige Takt von 8/4 wurde wegen Darstellungsproblemen in der Notenansicht auf 4/4 verkürzt.\012"
1, 0, Time_signature, 4, 2, 24, 8
1, 0, Key_signature, -2, "major"
1, 0, Tempo, 803643
1, 1200, Tempo, 765795
1, 1440, Tempo, 793861
1, 1760, Tempo, 899146
1, 1920, Tempo, 803643
1, 2640, Tempo, 868181
1, 2880, Tempo, 803643
1, 3680, Tempo, 872981
1, 3840, Tempo, 813780
1, 4160, Tempo, 765795
1, 4320, Tempo, 813780
1, 5040, Tempo, 756811
1, 5280, Tempo, 813780
1, 5600, Tempo, 856776
1, 5760, Tempo, 813780
1, 6000, Tempo, 792288
1, 6480, Tempo, 848296
1, 6720, Tempo, 813780
1, 7440, Tempo, 856776
1, 7680, Tempo, 813780
1, 7920, Tempo, 802890
1, 8400, Tempo, 813780
1, 8640, Tempo, 834725
1, 8880, Tempo, 813780
1, 9360, Tempo, 860462
1, 9600, Tempo, 824969
1, 9840, Tempo, 824969
1, 10320, Tempo, 774893
1, 10560, Tempo, 834725
1, 10800, Tempo, 793861
1, 11040, Tempo, 824063
1, 11280, Tempo, 892061
1, 11520, Tempo, 802890
1, 11760, Tempo, 813780
1, 12000, Tempo, 824063
1, 12240, Tempo, 868181
1, 12480, Tempo, 824063
1, 13200, Tempo, 868181
1, 13440, Tempo, 824063
1, 14400, Tempo, 868181
1, 14640, Tempo, 824063
1, 15600, Tempo, 784211
1, 15840, Tempo, 813780
1, 16560, Tempo, 774893
1, 16800, Tempo, 813780
1, 17040, Tempo, 892061
1, 17280, Tempo, 824063
1, 17520, Tempo, 802890
1, 18000, Tempo, 856776
1, 18240, Tempo, 824063
1, 18480, Tempo, 792288
1, 18960, Tempo, 880023
1, 19200, Tempo, 824063
1, 19440, Tempo, 774893
1, 19680, Tempo, 824063
1, 20400, Tempo, 774893
1, 20640, Tempo, 813780
1, 20880, Tempo, 856776
1, 21120, Tempo, 813780
1, 21760, Tempo, 868181
1, 22080, Tempo, 813780
1, 22920, Tempo, 899146
1, 23040, Tempo, 813780
1, 23115, Tempo, 813780
1, 24240, Tempo, 802890
1, 24840, Tempo, 912825
1, 24960, Tempo, 813780
1, 25680, Tempo, 792288
1, 26640, Tempo, 836470
1, 26880, Tempo, 824063
1, 27120, Tempo, 784211
1, 27360, Tempo, 813780
1, 28080, Tempo, 774893
1, 28320, Tempo, 813780
1, 28560, Tempo, 892061
1, 28800, Tempo, 824063
1, 29040, Tempo, 802890
1, 29520, Tempo, 856776
1, 29760, Tempo, 824063
1, 30000, Tempo, 792288
1, 30480, Tempo, 880023
1, 30720, Tempo, 824063
1, 30960, Tempo, 802890
1, 31440, Tempo, 856776
1, 31680, Tempo, 824063
1, 31920, Tempo, 792288
1, 32400, Tempo, 880023
1, 32640, Tempo, 824063
1, 32880, Tempo, 802890
1, 33360, Tempo, 856776
1, 33600, Tempo, 824063
1, 33840, Tempo, 792288
1, 34320, Tempo, 880023
1, 34560, Tempo, 824063
1, 34800, Tempo, 802890
1, 35280, Tempo, 856776
1, 35520, Tempo, 824063
1, 35760, Tempo, 792288
1, 36240, Tempo, 880023
1, 36480, Tempo, 824063
1, 36720, Tempo, 802890
1, 37200, Tempo, 856776
1, 37440, Tempo, 824063
1, 37680, Tempo, 792288
1, 38160, Tempo, 824969
1, 38400, Tempo, 836470
1, 38640, Tempo, 802890
1, 39120, Tempo, 836470
1, 39360, Tempo, 836470
1, 39600, Tempo, 813780
1, 42240, Tempo, 779221
1, 42480, Tempo, 810811
1, 42720, Tempo, 789474
1, 42960, Tempo, 821918
1, 43200, Tempo, 810811
1, 43920, Tempo, 845070
1, 44160, Tempo, 824063
1, 44400, Tempo, 802890
1, 44880, Tempo, 856776
1, 45120, Tempo, 824063
1, 45360, Tempo, 792288
1, 45840, Tempo, 880023
1, 46080, Tempo, 824063
1, 46320, Tempo, 802890
1, 46800, Tempo, 856776
1, 47040, Tempo, 824063
1, 47280, Tempo, 792288
1, 47760, Tempo, 880023
1, 48000, Tempo, 824063
1, 48240, Tempo, 802890
1, 48720, Tempo, 856776
1, 48960, Tempo, 824063
1, 49200, Tempo, 792288
1, 49680, Tempo, 880023
1, 49920, Tempo, 824063
1, 50160, Tempo, 802890
1, 50640, Tempo, 856776
1, 50880, Tempo, 824063
1, 51120, Tempo, 792288
1, 51600, Tempo, 880023
1, 51840, Tempo, 824063
1, 52080, Tempo, 802890
1, 52560, Tempo, 856776
1, 52800, Tempo, 824063
1, 53040, Tempo, 792288
1, 53520, Tempo, 824969
1, 53760, Tempo, 836470
1, 54000, Tempo, 802890
1, 54480, Tempo, 836470
1, 54720, Tempo, 836470
1, 54960, Tempo, 813780
1, 55500, Tempo, 941472
1, 55680, Tempo, 813780
1, 57600, Tempo, 802890
1, 58080, Tempo, 813780
1, 58440, Tempo, 912825
1, 58560, Tempo, 813780
