0, 0, Header, 1, 10, 480
1, 0, Start_track
1, 0, Title_t, "Klaviersonate Nr. 8 KV 311 3. Satz"
1, 0, Copyright_t, "Copyright © 2006 von Bernd Krüger. "
1, 0, Text_t, "Wolfgang Amadeus Mozart"
1, 0, Text_t, "Herausgegeben am  1.9.2006\012"
1, 0, Text_t, "Update am 9.6.2013\012"
1, 0, Text_t, "Dauer:  6:05 Minuten\012"
1, 0, Time_signature, 6, 3, 12, 8
1, 0, Key_signature, 2, "major"
1, 0, Tempo, 398698
1, 720, Tempo, 402712
1, 1920, Tempo, 416696
1, 2160, Tempo, 402712
1, 2640, Tempo, 433244
1, 2880, Tempo, 422565
1, 3360, Tempo, 524063
1, 3480, Tempo, 398698
1, 3600, Tempo, 402712
1, 4800, Tempo, 416696
1, 5040, Tempo, 402712
1, 5520, Tempo, 433244
1, 5760, Tempo, 422565
1, 6480, Tempo, 405433
1, 6960, Tempo, 413822
1, 7200, Tempo, 405433
1, 7680, Tempo, 437988
1, 7800, Tempo, 415254
1, 7920, Tempo, 404068
1, 8400, Tempo, 416696
1, 8640, Tempo, 404068
1, 9120, Tempo, 446130
1, 9240, Tempo, 419610
1, 9360, Tempo, 404068
1, 9840, Tempo, 413822
1, 10080, Tempo, 404068
1, 10560, Tempo, 410987
1, 10800, Tempo, 404068
1, 11280, Tempo, 421082
1, 11400, Tempo, 489836
1, 11520, Tempo, 416696
1, 12120, Tempo, 398698
1, 12240, Tempo, 402712
1, 13440, Tempo, 416696
1, 13680, Tempo, 402712
1, 14160, Tempo, 433244
1, 14400, Tempo, 422565
1, 14880, Tempo, 524063
1, 15000, Tempo, 398698
1, 15120, Tempo, 402712
1, 16320, Tempo, 416696
1, 16560, Tempo, 402712
1, 17040, Tempo, 433244
1, 17280, Tempo, 422565
1, 18000, Tempo, 405433
1, 18480, Tempo, 413822
1, 18720, Tempo, 405433
1, 19200, Tempo, 437988
1, 19320, Tempo, 415254
1, 19450, Tempo, 404068
1, 19930, Tempo, 413822
1, 20170, Tempo, 404068
1, 20650, Tempo, 410987
1, 20890, Tempo, 404068
1, 21370, Tempo, 421082
1, 21490, Tempo, 489836
1, 21600, Tempo, 413822
1, 21610, Tempo, 404068
1, 22090, Tempo, 410987
1, 22330, Tempo, 404068
1, 22810, Tempo, 421082
1, 22930, Tempo, 489836
1, 23040, Tempo, 418148
1, 23520, Tempo, 401365
1, 23640, Tempo, 418148
1, 23760, Tempo, 409584
1, 24240, Tempo, 398698
1, 24360, Tempo, 422565
1, 24480, Tempo, 409584
1, 24960, Tempo, 401365
1, 25080, Tempo, 422565
1, 25200, Tempo, 409584
1, 25680, Tempo, 402712
1, 25800, Tempo, 424058
1, 25920, Tempo, 409584
1, 27960, Tempo, 422565
1, 28080, Tempo, 409584
1, 28560, Tempo, 410987
1, 28800, Tempo, 406807
1, 29040, Tempo, 401365
1, 30000, Tempo, 413822
1, 30240, Tempo, 416696
1, 30480, Tempo, 406807
1, 30840, Tempo, 430138
1, 30960, Tempo, 409584
1, 31440, Tempo, 410987
1, 31680, Tempo, 406807
1, 31920, Tempo, 401365
1, 32880, Tempo, 413822
1, 33120, Tempo, 416696
1, 33360, Tempo, 406807
1, 33720, Tempo, 430138
1, 33840, Tempo, 409584
1, 34320, Tempo, 422565
1, 34560, Tempo, 406807
1, 36000, Tempo, 402712
1, 36960, Tempo, 410987
1, 37440, Tempo, 406807
1, 38400, Tempo, 402712
1, 38640, Tempo, 415254
1, 38880, Tempo, 408191
1, 40080, Tempo, 418148
1, 40320, Tempo, 408191
1, 41760, Tempo, 408191
1, 42000, Tempo, 402712
1, 42720, Tempo, 410987
1, 42960, Tempo, 441209
1, 43200, Tempo, 409584
1, 43920, Tempo, 434814
1, 44160, Tempo, 402712
1, 44400, Tempo, 415254
1, 44640, Tempo, 408191
1, 45840, Tempo, 418148
1, 46080, Tempo, 408191
1, 46680, Tempo, 408191
1, 47520, Tempo, 408191
1, 48120, Tempo, 416667
1, 48240, Tempo, 408163
1, 48840, Tempo, 428571
1, 48960, Tempo, 408163
1, 49560, Tempo, 418118
1, 49680, Tempo, 408163
1, 50280, Tempo, 425532
1, 50400, Tempo, 408163
1, 51000, Tempo, 424028
1, 51120, Tempo, 408163
1, 51720, Tempo, 427046
1, 51840, Tempo, 408163
1, 52440, Tempo, 416667
1, 52560, Tempo, 408163
1, 53160, Tempo, 428571
1, 53280, Tempo, 408163
1, 53880, Tempo, 427046
1, 54000, Tempo, 406780
1, 54600, Tempo, 427046
1, 54720, Tempo, 408163
1, 55320, Tempo, 427046
1, 55440, Tempo, 406780
1, 56040, Tempo, 425532
1, 56160, Tempo, 406780
1, 56760, Tempo, 428571
1, 56860, Tempo, 413793
1, 56905, Tempo, 412371
1, 56950, Tempo, 410959
1, 56995, Tempo, 409556
1, 57025, Tempo, 408163
1, 57070, Tempo, 406780
1, 57115, Tempo, 405405
1, 57160, Tempo, 404040
1, 57190, Tempo, 402685
1, 57235, Tempo, 401338
1, 57280, Tempo, 400000
1, 57325, Tempo, 398671
1, 57355, Tempo, 397351
1, 57357, Tempo, 398671
1, 57376, Tempo, 401338
1, 57395, Tempo, 404040
1, 57415, Tempo, 406780
1, 57434, Tempo, 410959
1, 57453, Tempo, 413793
1, 57472, Tempo, 416667
1, 57600, Tempo, 446097
1, 57840, Tempo, 412371
1, 58080, Tempo, 425532
1, 58320, Tempo, 447761
1, 59040, Tempo, 430293
1, 60000, Tempo, 427381
1, 60240, Tempo, 442315
1, 60480, Tempo, 430293
1, 61440, Tempo, 427381
1, 61680, Tempo, 437733
1, 61920, Tempo, 430293
1, 62400, Tempo, 425925
1, 62640, Tempo, 430293
1, 63120, Tempo, 437733
1, 63360, Tempo, 428816
1, 63840, Tempo, 434720
1, 64080, Tempo, 430293
1, 64560, Tempo, 448598
1, 64800, Tempo, 430293
1, 65760, Tempo, 427381
1, 66000, Tempo, 442315
1, 66240, Tempo, 430293
1, 67200, Tempo, 427381
1, 67440, Tempo, 448598
1, 67680, Tempo, 442315
1, 67920, Tempo, 433213
1, 68160, Tempo, 439239
1, 68400, Tempo, 433213
1, 68880, Tempo, 465080
1, 69120, Tempo, 442315
1, 69360, Tempo, 465080
1, 69600, Tempo, 473784
1, 69720, Tempo, 486539
1, 69840, Tempo, 470256
1, 70560, Tempo, 430293
1, 71520, Tempo, 427381
1, 71760, Tempo, 442315
1, 72000, Tempo, 430293
1, 72960, Tempo, 427381
1, 73200, Tempo, 437733
1, 73440, Tempo, 430293
1, 73920, Tempo, 425925
1, 74160, Tempo, 430293
1, 74640, Tempo, 437733
1, 74880, Tempo, 428816
1, 75360, Tempo, 434720
1, 75600, Tempo, 430293
1, 76080, Tempo, 437733
1, 76320, Tempo, 430293
1, 77280, Tempo, 427381
1, 77520, Tempo, 442315
1, 77760, Tempo, 430293
1, 78720, Tempo, 427381
1, 78960, Tempo, 442315
1, 79440, Tempo, 433213
