0, 0, Header, 1, 17, 480
1, 0, Start_track
1, 0, Title_t, "Klaviersonate KV 570 2.. Satz"
1, 0, Copyright_t, "Copyright © 2006 by Bernd Krueger"
1, 0, Text_t, "Wolfgang Amadeus Mozart"
1, 0, Text_t, "Adagio"
1, 0, Text_t, "Veröffentlicht: 1.12.2006\012"
1, 0, Text_t, "Update: 17.10.2013\012"
1, 0, Text_t, "Dauer: 7:35 Minuten\012"
1, 0, Time_signature, 4, 2, 24, 8
1, 0, Key_signature, -3, "major"
1, 0, Tempo, 1415762
1, 0, Marker_t, "Teil 1"
1, 480, Tempo, 1322168
1, 960, Tempo, 1351960
1, 1200, Tempo, 1307759
1, 1440, Tempo, 1266357
1, 1680, Tempo, 1322168
1, 1920, Tempo, 1322168
1, 2160, Tempo, 1240182
1, 2640, Tempo, 1432665
1, 2880, Tempo, 1322168
1, 3360, Tempo, 1266357
1, 3480, Tempo, 1202887
1, 3600, Tempo, 1240182
1, 3720, Tempo, 1449976
1, 3840, Tempo, 1307759
1, 4320, Tempo, 1240182
1, 4560, Tempo, 1279863
1, 4800, Tempo, 1307759
1, 5040, Tempo, 1253133
1, 5520, Tempo, 1322168
1, 5760, Tempo, 1307759
1, 6000, Tempo, 1227496
1, 6180, Tempo, 1485884
1, 6240, Tempo, 1307759
1, 6480, Tempo, 1227496
1, 6660, Tempo, 2008032
1, 6720, Tempo, 1415762
1, 7680, Tempo, 1415762
1, 7680, Marker_t, "Teil1 Wiederholing"
1, 8160, Tempo, 1322168
1, 8640, Tempo, 1351960
1, 8880, Tempo, 1307759
1, 9120, Tempo, 1266357
1, 9360, Tempo, 1322168
1, 9600, Tempo, 1322168
1, 9840, Tempo, 1240182
1, 10320, Tempo, 1432665
1, 10560, Tempo, 1322168
1, 11040, Tempo, 1266357
1, 11160, Tempo, 1202887
1, 11280, Tempo, 1240182
1, 11400, Tempo, 1449976
1, 11520, Tempo, 1307759
1, 12000, Tempo, 1240182
1, 12240, Tempo, 1279863
1, 12480, Tempo, 1307759
1, 12720, Tempo, 1253133
1, 13200, Tempo, 1322168
1, 13440, Tempo, 1307759
1, 13680, Tempo, 1227496
1, 13860, Tempo, 1485884
1, 13920, Tempo, 1307759
1, 14160, Tempo, 1227496
1, 14340, Tempo, 2008032
1, 14400, Tempo, 1415762
1, 15360, Tempo, 1322168
1, 15360, Marker_t, "Teil 2"
1, 16080, Tempo, 1449976
1, 16320, Tempo, 1322168
1, 16800, Tempo, 1383126
1, 16920, Tempo, 1322168
1, 17040, Tempo, 1266357
1, 17220, Tempo, 1504514
1, 17280, Tempo, 1322168
1, 18000, Tempo, 1432665
1, 18240, Tempo, 1322168
1, 18840, Tempo, 1266357
1, 19080, Tempo, 1415762
1, 19200, Tempo, 1383126
1, 19440, Tempo, 1322168
1, 19680, Tempo, 1383126
1, 19920, Tempo, 1322168
1, 20160, Tempo, 1367366
1, 20340, Tempo, 1322168
1, 20640, Tempo, 1399254
1, 20880, Tempo, 1307759
1, 21360, Tempo, 1383126
1, 21600, Tempo, 1307759
1, 21840, Tempo, 1563314
1, 22080, Tempo, 1307759
